#[nutdb][v57][base-10.19.18][dlc-10.19.18][m22]
id|rightsId|key|isDemo|name|region
0100cf10099b3001|00000000000000000000000000000000|00000000000000000000000000000000|0|911 Operator|US
0100cf10099b3002|00000000000000000000000000000000|00000000000000000000000000000000|0|911 Operator|US
0100cdb00bc94000|00000000000000000000000000000000|00000000000000000000000000000000|0|A Case of Distrust|US
0100abc009708000|0100abc0097080000000000000000005|ec63855c29e5b2ce1cd2e9fd679941c0|0|A Gummy's Life|US
01000060085d2000|01000060085d20000000000000000003|a49cf5f4ac52ebf06ad8c9c4ba3c0be2|0|A Hole New World|US
01008dd006c52000|01008dd006c520000000000000000004|902d748f8164e3ed50e1566878221c92|0|A Magical High School Girl|US
0100978009b98000|0100978009b980000000000000000003|1b602cb790991f7f087c1b6a50e68682|0|A Normal Lost Phone|US
0100eb600a4da000|0100eb600a4da0000000000000000004|be3212f6458cbfd8e47cf252ff826f10|0|A Robot Named Fight|US
0100f6c00641c000|0100f6c00641c0000000000000000003|00000000000000000000000000000000|0|A.O.T. 2|GB
0100f6c00641d04a|0100f6c00641d04a0000000000000003|00000000000000000000000000000000|0|A.O.T. 2 [A.O.T. 2: Christa & Ymir "Plain clothes" Outfit Early Release]|GB
0100f6c00641d045|0100f6c00641d0450000000000000003|00000000000000000000000000000000|0|A.O.T. 2 [A.O.T. 2: Eren & Levi "Plain clothes" Outfit Early Release]|GB
0100f6c00641d046|0100f6c00641d0460000000000000003|00000000000000000000000000000000|0|A.O.T. 2 [A.O.T. 2: Mikasa & Armin "Plain clothes" Outfit Early Release]|GB
0100f6c00641d047|0100f6c00641d0470000000000000003|00000000000000000000000000000000|0|A.O.T. 2 [A.O.T. 2: Reiner & Bertholdt "Plain clothes" Outfit Early Release]|GB
0100f6c00641d031|0100f6c00641d0310000000000000003|00000000000000000000000000000000|0|A.O.T. 2 [Additional Annie Costume: "Motorcycle Outfit"]|GB
0100f6c00641d038|0100f6c00641d0380000000000000003|00000000000000000000000000000000|0|A.O.T. 2 [Additional Annie Costume: "Pop Star Outfit"]|GB
0100f6c00641d02a|0100f6c00641d02a0000000000000003|00000000000000000000000000000000|0|A.O.T. 2 [Additional Armin Costume: "Kiddie Outfit"]|GB
0100f6c00641d030|0100f6c00641d0300000000000000003|00000000000000000000000000000000|0|A.O.T. 2 [Additional Bertholdt Costume: "Pajama Outfit"]|GB
0100f6c00641d02d|0100f6c00641d02d0000000000000003|00000000000000000000000000000000|0|A.O.T. 2 [Additional Christa Costume: "Cutesy Goth Outfit"]|GB
0100f6c00641d036|0100f6c00641d0360000000000000003|00000000000000000000000000000000|0|A.O.T. 2 [Additional Christa Costume: "Maid Outfit"]|GB
0100f6c00641d02c|0100f6c00641d02c0000000000000003|00000000000000000000000000000000|0|A.O.T. 2 [Additional Conny Costume: "Kung Fu Outfit"]|GB
0100f6c00641d003|0100f6c00641d0030000000000000004|00000000000000000000000000000000|0|A.O.T. 2 [Additional Episode: "A Cornered Rat"]|GB
0100f6c00641d001|0100f6c00641d0010000000000000004|00000000000000000000000000000000|0|A.O.T. 2 [Additional Episode: "A Sudden Rain"]|GB
0100f6c00641d00a|0100f6c00641d00a0000000000000004|00000000000000000000000000000000|0|A.O.T. 2 [Additional Episode: "A Titan Worth a Thousand"]|GB
0100f6c00641d009|0100f6c00641d0090000000000000004|00000000000000000000000000000000|0|A.O.T. 2 [Additional Episode: "Attack IQ Championship"]|GB
0100f6c00641d004|0100f6c00641d0040000000000000004|00000000000000000000000000000000|0|A.O.T. 2 [Additional Episode: "Biological Research Scout Mission"]|GB
0100f6c00641d007|0100f6c00641d0070000000000000004|00000000000000000000000000000000|0|A.O.T. 2 [Additional Episode: "Discouragement and the Leaning Tower"]|GB
0100f6c00641d002|0100f6c00641d0020000000000000004|00000000000000000000000000000000|0|A.O.T. 2 [Additional Episode: "Goddess Salvation"]|GB
0100f6c00641d006|0100f6c00641d0060000000000000004|00000000000000000000000000000000|0|A.O.T. 2 [Additional Episode: "Proof of Expertise"]|GB
0100f6c00641d00c|0100f6c00641d00c0000000000000004|00000000000000000000000000000000|0|A.O.T. 2 [Additional Episode: "Second Victory"]|GB
0100f6c00641d008|0100f6c00641d0080000000000000004|00000000000000000000000000000000|0|A.O.T. 2 [Additional Episode: "Singular Target"]|GB
0100f6c00641d00b|0100f6c00641d00b0000000000000004|00000000000000000000000000000000|0|A.O.T. 2 [Additional Episode: "Skill Demonstration"]|GB
0100f6c00641d005|0100f6c00641d0050000000000000004|00000000000000000000000000000000|0|A.O.T. 2 [Additional Episode: "White Out"]|GB
0100f6c00641d027|0100f6c00641d0270000000000000003|00000000000000000000000000000000|0|A.O.T. 2 [Additional Eren Costume: "Bad Boy Outfit"]|GB
0100f6c00641d034|0100f6c00641d0340000000000000003|00000000000000000000000000000000|0|A.O.T. 2 [Additional Erwin Costume: "Knight Outfit"]|GB
0100f6c00641d03a|0100f6c00641d03a0000000000000003|00000000000000000000000000000000|0|A.O.T. 2 [Additional Hange Costume: "Detective Outfit"]|GB
0100f6c00641d033|0100f6c00641d0330000000000000003|00000000000000000000000000000000|0|A.O.T. 2 [Additional Hange Costume: "Scientist Outfit"]|GB
0100f6c00641d02b|0100f6c00641d02b0000000000000003|00000000000000000000000000000000|0|A.O.T. 2 [Additional Jean Costume: "Clown Outfit"]|GB
0100f6c00641d029|0100f6c00641d0290000000000000003|00000000000000000000000000000000|0|A.O.T. 2 [Additional Levi Costume: "Leather Jacket Outfit"]|GB
0100f6c00641d028|0100f6c00641d0280000000000000003|00000000000000000000000000000000|0|A.O.T. 2 [Additional Mikasa Costume: "Chinese Dress Outfit"]|GB
0100f6c00641d035|0100f6c00641d0350000000000000003|00000000000000000000000000000000|0|A.O.T. 2 [Additional Mikasa Costume: "Ninja Outfit"]|GB
0100f6c00641d02f|0100f6c00641d02f0000000000000003|00000000000000000000000000000000|0|A.O.T. 2 [Additional Reiner Costume: "American Football Outfit"]|GB
0100f6c00641d02e|0100f6c00641d02e0000000000000003|00000000000000000000000000000000|0|A.O.T. 2 [Additional Sasha Costume: "Cheerleader Outfit"]|GB
0100f6c00641d037|0100f6c00641d0370000000000000003|00000000000000000000000000000000|0|A.O.T. 2 [Additional Sasha Costume: "Sports Outfit"]|GB
0100f6c00641d032|0100f6c00641d0320000000000000003|00000000000000000000000000000000|0|A.O.T. 2 [Additional Ymir Costume: "Pirate Outfit"]|GB
0100f6c00641d039|0100f6c00641d0390000000000000003|00000000000000000000000000000000|0|A.O.T. 2 [Additional Ymir Costume: "Shrine Maiden Outfit"]|GB
0100f6c00641d021|0100f6c00641d0210000000000000004|00000000000000000000000000000000|0|A.O.T. 2 [Costume Set "Christmas"]|GB
0100f6c00641d022|0100f6c00641d0220000000000000004|00000000000000000000000000000000|0|A.O.T. 2 [Costume Set "Christmas"]|GB
0100f6c00641d023|0100f6c00641d0230000000000000004|00000000000000000000000000000000|0|A.O.T. 2 [Costume Set "Christmas"]|GB
0100f6c00641d024|0100f6c00641d0240000000000000004|00000000000000000000000000000000|0|A.O.T. 2 [Costume Set "Christmas"]|GB
0100f6c00641d01d|0100f6c00641d01d0000000000000004|00000000000000000000000000000000|0|A.O.T. 2 [Costume Set "Halloween"]|GB
0100f6c00641d01e|0100f6c00641d01e0000000000000004|00000000000000000000000000000000|0|A.O.T. 2 [Costume Set "Halloween"]|GB
0100f6c00641d01f|0100f6c00641d01f0000000000000004|00000000000000000000000000000000|0|A.O.T. 2 [Costume Set "Halloween"]|GB
0100f6c00641d020|0100f6c00641d0200000000000000004|00000000000000000000000000000000|0|A.O.T. 2 [Costume Set "Halloween"]|GB
0100f6c00641d015|0100f6c00641d0150000000000000004|00000000000000000000000000000000|0|A.O.T. 2 [Costume Set "Japanese New Year"]|GB
0100f6c00641d016|0100f6c00641d0160000000000000004|00000000000000000000000000000000|0|A.O.T. 2 [Costume Set "Japanese New Year"]|GB
0100f6c00641d017|0100f6c00641d0170000000000000004|00000000000000000000000000000000|0|A.O.T. 2 [Costume Set "Japanese New Year"]|GB
0100f6c00641d018|0100f6c00641d0180000000000000004|00000000000000000000000000000000|0|A.O.T. 2 [Costume Set "Japanese New Year"]|GB
0100f6c00641d019|0100f6c00641d0190000000000000004|00000000000000000000000000000000|0|A.O.T. 2 [Costume Set "Summer Festival"]|GB
0100f6c00641d01b|0100f6c00641d01b0000000000000004|00000000000000000000000000000000|0|A.O.T. 2 [Costume Set "Summer Festival"]|GB
0100f6c00641d01c|0100f6c00641d01c0000000000000004|00000000000000000000000000000000|0|A.O.T. 2 [Costume Set "Summer Festival"]|GB
0100f6c00641d01a|0100f6c00641d01a0000000000000004|00000000000000000000000000000000|0|A.O.T. 2 [Mikasa Costume "Summer Festival"]|GB
01003c400871e000|01003c400871e0000000000000000003|95df76457d2ff6d0ba6428e6e4e9693a|0|ACA NEOGEO 2020 SUPER BASEBALL|US
0100fc000afc6000|0100fc000afc60000000000000000005|401a2559bdb7d69a23ddd8e20fbd7bee|0|ACA NEOGEO 3 COUNT BOUT|US
0100ac40038f4000|0100ac40038f40000000000000000000|bc53a3ce0d71aded97209028827a5cb2|0|ACA NEOGEO AERO FIGHTERS 2|US
0100b91008780000|0100b910087800000000000000000004|c1089d137d3e83e41ad67648c817355c|0|ACA NEOGEO AERO FIGHTERS 3|US
0100b4800afba000|0100b4800afba0000000000000000005|190b7c79e8f6a6b770daf53e14260471|0|ACA NEOGEO AGGRESSORS OF DARK KOMBAT|US
0100a76002b46000|0100a76002b460000000000000000000|52df09c5c7ba23aa1129fe19477d99f8|0|ACA NEOGEO ALPHA MISSION II|US
01006a80038fc000|01006a80038fc0000000000000000003|5f981c301aaa50496697d6950c42f1d4|0|ACA NEOGEO ART OF FIGHTING|US
010066600877e000|010066600877e0000000000000000003|00000000000000000000000000000000|0|ACA NEOGEO ART OF FIGHTING 2|US
01004ac002b40000|01004ac002b400000000000000000003|b07e349ffb17cb38febc01f29b95243e|0|ACA NEOGEO ART OF FIGHTING 3|US
01003fe00a2f6000|01003fe00a2f60000000000000000004|971d73555c95e9b2f7877141fd763c66|0|ACA NEOGEO BASEBALL STARS PROFESSIONAL|US
0100dfc003398000|0100dfc0033980000000000000000000|d7d314dd1cd95b21ad11488acf30a2be|0|ACA NEOGEO BLAZING STAR|US
0100379003900000|01003790039000000000000000000003|00000000000000000000000000000000|0|ACA NEOGEO BLUE'S JOURNEY|US
01002aa004db4000|01002aa004db40000000000000000003|cbbdb7cbbe4b01315949f121db9c8f81|0|ACA NEOGEO BURNING FIGHT|US
0100d2400afb0000|0100d2400afb00000000000000000005|94539cc0e657803b82827b2ac0bb35d3|0|ACA NEOGEO CROSSED SWORDS|US
010082200afbe000|00000000000000000000000000000000|00000000000000000000000000000000|0|ACA NEOGEO CYBER-LIP|US
0100ee6002b48000|0100ee6002b480000000000000000000|194881d1c85511aacd061308b9e346cc|0|ACA NEOGEO FATAL FURY|US
0100caf001dbe000|0100caf001dbe0000000000000000000|85be71c25b99ae653b50009dab03541c|0|ACA NEOGEO FATAL FURY 2|US
01000d1008714000|01000d10087140000000000000000004|00000000000000000000000000000000|0|ACA NEOGEO FATAL FURY 3|US
010019a0038fa000|010019a0038fa0000000000000000000|00000000000000000000000000000000|0|ACA NEOGEO FATAL FURY SPECIAL|US
0100eea00afb2000|0100eea00afb20000000000000000005|2d25424a49901ea33e091a9a99b35c8c|0|ACA NEOGEO FOOTBALL FRENZY|US
01002580038de000|01002580038de0000000000000000000|74af7cb0fae038359efa11330c2020f3|0|ACA NEOGEO GALAXY FIGHT: UNIVERSAL WARRIORS|US
0100cb2001db8000|0100cb2001db80000000000000000000|d921bab254450fd7910fefc34ba4363b|0|ACA NEOGEO GAROU: MARK OF THE WOLVES|US
01005d700a2f8000|01005d700a2f80000000000000000004|ee05bf0735feb0e91cf564208160f4dc|0|ACA NEOGEO GHOST PILOTS|US
0100ce400a2fa000|0100ce400a2fa0000000000000000004|00000000000000000000000000000000|0|ACA NEOGEO Gururin|US
010014e004fa8000|010014e004fa80000000000000000003|00000000000000000000000000000000|0|ACA NEOGEO KARNOV'S REVENGE|US
0100b1300871a000|0100b1300871a0000000000000000003|28a03006a1d7543e4af61a96f4b4de08|0|ACA NEOGEO KING OF THE MONSTERS|US
01000d10038e6000|01000d10038e60000000000000000000|4e967f93c648eb359e17377c1cfab140|0|ACA NEOGEO LAST RESORT|US
0100a2900afa4000|0100a2900afa40000000000000000004|49fc561944a145966d66ad67586d7631|0|ACA NEOGEO LEAGUE BOWLING|US
0100a050038f2000|0100a050038f20000000000000000000|9233464850f0c89b7ffcad73749c5433|0|ACA NEOGEO MAGICAL DROP II|US
01008ed008776000|01008ed0087760000000000000000004|24eaaaa8dd66d0aa0f6055df0dbe0b55|0|ACA NEOGEO MAGICAL DROP III|US
01007920038f6000|01007920038f60000000000000000000|3bde114e3d9c03ad197d496e090d427a|0|ACA NEOGEO MAGICIAN LORD|US
0100ebe002b3e000|0100ebe002b3e0000000000000000000|607889f388c1b6a1ecad8560604c84af|0|ACA NEOGEO METAL SLUG|US
010086300486e000|010086300486e0000000000000000000|eccf4e89ff478950852e0d831831f332|0|ACA NEOGEO METAL SLUG 2|US
0100ba8001dc6000|0100ba8001dc60000000000000000000|45e40bef8f4fd53a3da284e869b9aabf|0|ACA NEOGEO METAL SLUG 3|US
01009ce00afae000|01009ce00afae0000000000000000005|4a2bf4b904b8d445c7ce0c02649d8cc7|0|ACA NEOGEO METAL SLUG 4|US
01008fd004db6000|01008fd004db60000000000000000003|d1b0f1f82965fa0524bf2d41b42dc81c|0|ACA NEOGEO METAL SLUG X|US
010038f00afa0000|010038f00afa00000000000000000004|c77a3984b69a90ed3755c71915c73ca7|0|ACA NEOGEO Money Puzzle Exchanger|US
01007f4004fa4000|01007f4004fa40000000000000000003|405dc7ef8dd7324ca25a92e874eaa493|0|ACA NEOGEO MUTATION NATION|US
0100a8c001dce000|0100a8c001dce0000000000000000000|d1b72cd161aee4119a2da718bb4cac47|0|ACA NEOGEO NAM-1975|US
01002e70032e8000|01002e70032e80000000000000000000|2277ab408f6fe48689ee704b052b0706|0|ACA NEOGEO NEO TURF MASTERS|US
010052a00a306000|010052a00a3060000000000000000004|455ab5b7dc7a43e147a9353aa65c4f51|0|ACA NEOGEO NINJA COMBAT|US
01007e800afb6000|01007e800afb60000000000000000005|e8a1387b592687302ba9913e54cf23ab|0|ACA NEOGEO NINJA COMMANDO|US
01003a5001dba000|01003a5001dba0000000000000000000|c5111c38b6420fe3a3cd50d3dfde0c98|0|ACA NEOGEO OVER TOP|US
01000f3008718000|01000f30087180000000000000000003|bfe682f27f251155a61cd28a9ace2b95|0|ACA NEOGEO POWER SPIKES II|US
0100a7800afaa000|0100a7800afaa0000000000000000005|3083dcb282b538354e0c84789e56ce5c|0|ACA NEOGEO PREHISTORIC ISLE 2|US
01008ea008712000|01008ea0087120000000000000000003|e26dbcdfe17b6f92abfde859f54ab3e4|0|ACA NEOGEO PULSTAR|US
0100a290038f8000|0100a290038f80000000000000000000|7d9f6dadcb464cfc8fc317f3a0ac8e03|0|ACA NEOGEO PUZZLED|US
010030f008730000|010030f0087300000000000000000004|00000000000000000000000000000000|0|ACA NEOGEO REAL BOUT FATAL FURY|US
0100cf3008798000|0100cf30087980000000000000000005|00000000000000000000000000000000|0|ACA NEOGEO REAL BOUT FATAL FURY 2|US
010088500878c000|010088500878c0000000000000000004|4d4111ea665f0543954374b4afdc853a|0|ACA NEOGEO REAL BOUT FATAL FURY SPECIAL|US
01002c900a302000|01002c900a3020000000000000000004|26c38fd4320c81a91714f8a76e5e0df7|0|ACA NEOGEO RIDING HERO|US
01000c9004fa2000|01000c9004fa20000000000000000003|0f4153e2e8dca0c9bc3ec0634d406a65|0|ACA NEOGEO ROBO ARMY|US
01005c9002b42000|01005c9002b420000000000000000000|71447b8f4c1132bd806dbff527839637|0|ACA NEOGEO SAMURAI SHODOWN|US
010052b00871c000|010052b00871c0000000000000000003|ee14a2e290d3e3a17cbe102a16502e50|0|ACA NEOGEO SAMURAI SHODOWN II|US
0100804008794000|01008040087940000000000000000004|00000000000000000000000000000000|0|ACA NEOGEO SAMURAI SHODOWN III|US
010047f001dbc000|010047f001dbc0000000000000000000|72ac4dee1240e16ef6e58b5f47376bc6|0|ACA NEOGEO SAMURAI SHODOWN IV|US
01000c800afd6000|01000c800afd60000000000000000004|00000000000000000000000000000000|0|ACA NEOGEO SAMURAI SHODOWN V|US
0100d170038ea000|0100d170038ea0000000000000000000|5751601104e8b65504aa94acdc44bf83|0|ACA NEOGEO SENGOKU|US
01009b300872a000|01009b300872a0000000000000000004|c165000454183b0aa2d3d640985c287b|0|ACA NEOGEO SENGOKU 2|US
01008d000877c000|01008d000877c0000000000000000004|1e05c7bab93cfc96cf63a3b8149d12d4|0|ACA NEOGEO SENGOKU 3|US
01008a9001dc2000|01008a9001dc20000000000000000000|327592b3972f0caef9e29096880f6fdf|0|ACA NEOGEO SHOCK TROOPERS|US
01004de001dc8000|01004de001dc80000000000000000000|907764013ec612861b0fbf78f539cbe1|0|ACA NEOGEO SHOCK TROOPERS 2nd Squad|US
0100dbf004faa000|0100dbf004faa0000000000000000003|00000000000000000000000000000000|0|ACA NEOGEO SOCCER BRAWL|US
01007d1004dba000|01007d1004dba0000000000000000003|a818a2282cf0c5cccadb0ee8419ba266|0|ACA NEOGEO SPIN MASTER|US
01004b600a2fc000|01004b600a2fc0000000000000000004|00000000000000000000000000000000|0|ACA NEOGEO STAKES WINNER|US
0100ce1004fa6000|0100ce1004fa60000000000000000003|e376e116ce37a6883e194a07d3e9e31c|0|ACA NEOGEO STREET HOOP|US
010061600bf7e000|00000000000000000000000000000000|00000000000000000000000000000000|0|ACA NEOGEO STRIKERS 1945 PLUS|US
0100a0e004db2000|0100a0e004db20000000000000000000|f6a99f3c91711c102c76b7556e2eac5a|0|ACA NEOGEO SUPER SIDEKICKS|US
010055a00a300000|010055a00a3000000000000000000004|df02ccc5106a827b621bf24aa419f078|0|ACA NEOGEO SUPER SIDEKICKS 2|US
0100a4d00a308000|0100a4d00a3080000000000000000004|52f1020d174ba8f3255ba323e3214227|0|ACA NEOGEO SUPER SIDEKICKS 3 : THE NEXT GLORY|US
0100eb2001dcc000|0100eb2001dcc0000000000000000000|170215f3af8867dec1947fb1c1e936a5|0|ACA NEOGEO THE KING OF FIGHTERS '94|US
01009dc001db6000|01009dc001db60000000000000000003|796a10d24f49588946abe30457ea4b7d|0|ACA NEOGEO THE KING OF FIGHTERS '95|US
01006f0004fb4000|01006f0004fb40000000000000000003|728b1f5644242cd15eee2ae8f4ddd52c|0|ACA NEOGEO THE KING OF FIGHTERS '96|US
0100170008728000|01001700087280000000000000000005|a9b2daf6b81e55197487d87412b4980f|0|ACA NEOGEO THE KING OF FIGHTERS '97|US
0100b42001db4000|0100b42001db40000000000000000000|5cfc266842dad132eedf693c4a62d724|0|ACA NEOGEO THE KING OF FIGHTERS '98|US
0100583001dca000|0100583001dca0000000000000000000|e24afa8807bea1d490b38a0effaab3bc|0|ACA NEOGEO THE KING OF FIGHTERS '99|US
0100b97002b44000|0100b97002b440000000000000000000|687e01bda07b21b46f99a4cd3bfd85fe|0|ACA NEOGEO THE KING OF FIGHTERS 2000|US
010048200afc2000|010048200afc20000000000000000005|1becf3570b326124f4a40ef27513d8a5|0|ACA NEOGEO THE KING OF FIGHTERS 2001|US
0100a5a004fb2000|0100a5a004fb20000000000000000003|bb5e57202cc6973cc07f9debc80577ec|0|ACA NEOGEO THE LAST BLADE|US
0100699008792000|01006990087920000000000000000004|59800bbecd7c88512ddef72cfa6925e5|0|ACA NEOGEO THE LAST BLADE 2|US
0100f7f00afa2000|0100f7f00afa20000000000000000004|da7a85b91e00a03d48821451e2717d6b|0|ACA NEOGEO THE SUPER SPY|US
0100a0d004fb0000|0100a0d004fb00000000000000000003|701b83713f16e8b45d031fe64523f706|0|ACA NEOGEO TOP HUNTER RODDY & CATHY|US
0100b7400a304000|0100b7400a3040000000000000000004|00000000000000000000000000000000|0|ACA NEOGEO TOP PLAYER'S GOLF|US
0100cef001dc0000|0100cef001dc00000000000000000000|452112a6b1cbe226a330cd1e73ce81c3|0|ACA NEOGEO WAKU WAKU 7|US
01002dd004fac000|01002dd004fac0000000000000000003|00000000000000000000000000000000|0|ACA NEOGEO WORLD HEROES|US
01001bd00915a000|01001bd00915a0000000000000000003|00000000000000000000000000000000|0|ACA NEOGEO WORLD HEROES 2|US
01006c3004fae000|01006c3004fae0000000000000000004|00000000000000000000000000000000|0|ACA NEOGEO WORLD HEROES 2 JET|US
01009d4001dc4000|01009d4001dc40000000000000000000|7de9eae822c7e70aee6c651c3f7afeaf|0|ACA NEOGEO WORLD HEROES PERFECT|US
01005af004dbc000|01005af004dbc0000000000000000003|e03676793bde5ff4387fa0d55ccb94fd|0|ACA NEOGEO ZED BLADE|US
01002e700afc4000|01002e700afc40000000000000000005|ebaa20a8a55f2068c190e0feee5651e2|0|ACA NEOGEO ZUPAPA!|US
0100ff1004d56000|0100ff1004d560000000000000000003|2afe09c0e1a6aef4d4bdeefb186e5a1d|0|Ace of Seafood|US
0100b28003440000|0100b280034400000000000000000003|dbd62bfea14664ecbc5e3807f80edb0d|0|Aces of the Luftwaffe - Squadron |US
0100dbc0081a4000|0100dbc0081a40000000000000000003|1cff2de695ff231d7f0ffc679280ce9d|0|ACORN Tactics|US
0100c4e004406000|0100c4e0044060000000000000000004|77fa95b39a0e11a506a1faada095c3c0|0|Adventure Time: Pirates of the Enchiridion|US
010064500af72000|010064500af720000000000000000004|cb866c761d9eeed978aebe3053134944|1|Aegis Defenders|US
01008e6006502000|01008e60065020000000000000000003|488d633d999756c1df9c9083817a3c11|0|Aegis Defenders|US
01008e6006503002|01008e60065030020000000000000003|00000000000000000000000000000000|0|Aegis Defenders [Barista Clu Skin + Egg Kobo Skin]|US
01008e6006503003|01008e60065030030000000000000003|00000000000000000000000000000000|0|Aegis Defenders [Foodie Item Skins]|US
01008e6006503004|01008e60065030040000000000000003|00000000000000000000000000000000|0|Aegis Defenders [Kickstarter Costume de tourelle]|US
01008e6006503001|01008e60065030010000000000000003|00000000000000000000000000000000|0|Aegis Defenders [Patissier Bart Skin]|US
01006c40086ea000|01006c40086ea0000000000000000003|00000000000000000000000000000000|0|AeternoBlade|US
0100b1c00949a000|0100b1c00949a0000000000000000003|547b93f2ccf3f395600f5a7fee7f0309|1|AeternoBlade|US
01006c40086eb003|01006c40086eb0030000000000000003|00000000000000000000000000000000|0|AeternoBlade [Agent Costume]|US
01006c40086eb001|01006c40086eb0010000000000000003|00000000000000000000000000000000|0|AeternoBlade [Arena Mode]|US
01006c40086eb006|01006c40086eb0060000000000000003|00000000000000000000000000000000|0|AeternoBlade [Assassin Costume]|US
01006c40086eb002|01006c40086eb0020000000000000003|00000000000000000000000000000000|0|AeternoBlade [Bikini Costume]|US
01006c40086eb004|01006c40086eb0040000000000000003|00000000000000000000000000000000|0|AeternoBlade [Ninja Costume]|US
01006c40086eb005|01006c40086eb0050000000000000003|00000000000000000000000000000000|0|AeternoBlade [Time Guardian Costume]|US
01006c40086eb007|01006c40086eb0070000000000000003|00000000000000000000000000000000|0|AeternoBlade [Vernia Costume]|US
010093600a60c000|010093600a60c0000000000000000004|13054f7de9f56f44611f0b41f31a6d40|0|Agatha Knife|US
010005a00a4f4000|010005a00a4f40000000000000000004|382d704e8236d7cb8d507c97578cf678|0|Air Hockey|US
01004c700b106000|01004c700b1060000000000000000004|00000000000000000000000000000000|0|Air Mail|US
0100f5400ab6c000|0100f5400ab6c0000000000000000005|00000000000000000000000000000000|0|Alchemic Jousts|US
0100c1f00a9b8000|0100c1f00a9b80000000000000000004|00000000000000000000000000000000|0|All-Star Fruit Racing|US
01004db00935a000|01004db00935a0000000000000000003|6fba2e7c49caa6dddc0f3a539ab9664b|0|Alteric|US
01004c200b0b4000|01004c200b0b40000000000000000005|134211ed7625697533be3167be074e2f|0|Alwa's Awakening|US
0100a620083da000|0100a620083da0000000000000000003|d56a79aa6cbd327f8f78b84118066df5|0|Ambition of the Slimes|US
0100ae000aebc000|0100ae000aebc0000000000000000004|d6f42efb36c04b3329c5ef490a9e1461|0|Angels of Death|US
0100706005b6a000|0100706005b6a0000000000000000004|00000000000000000000000000000000|0|Anima: Gate of Memories|US
01007a400b3f8000|01007a400b3f80000000000000000004|00000000000000000000000000000000|0|Anima: Gate of Memories - The Nameless Chronicles|US
010033f00b3fa000|010033f00b3fa0000000000000000004|30308f4973dee5a75c3ab85b0030b814|0|Anima: Gate of Memories: Arcane Edition|US
010065b009b3a000|010065b009b3a0000000000000000004|275238ae40e5553a1bc23b0dc73c39e1|0|Animal Rivals: Nintendo Switch Edition|US
0100efe009424000|0100efe0094240000000000000000004|6bbc96cc312a6b16af90f504e15565df|0|Animal Super Squad|US
01003c200a232000|01003c200a2320000000000000000004|00000000000000000000000000000000|0|Animated Jigsaws: Beautiful Japanese Scenery|US
0100a1900b5b8000|0100a1900b5b80000000000000000005|f9df3456ee8400f88d0dfb56ce5dd49f|1|Animated Jigsaws: Beautiful Japanese Scenery|US
01002bb00c01e000|00000000000000000000000000000000|00000000000000000000000000000000|0|Animated Jigsaws: Japanese Women|US
010008400a268000|010008400a2680000000000000000004|4af1af08babef23c003151ffb88115b2|0|Another Lost Phone: Laura's Story|US
